Draw a digit (0-9),Prediction,Top Class Probabilities,timestamp
"{""background"": "".gradio/flagged/Draw a digit 0-9/74120f30a1509a821a0c/background.png"", ""layers"": ["".gradio/flagged/Draw a digit 0-9/52133e3349127a4ae413/layer_0.png""], ""composite"": "".gradio/flagged/Draw a digit 0-9/d114db68c32b9fed6297/composite.png"", ""id"": null}",,"{""label"": null, ""confidences"": null}",2026-04-01 14:06:16.259816
